Sample sizes;Binary Small Text & Naive Comparison;Binary Small Text & Standard KMP;Binary Small Text & Optimal KMP;Binary Large Text & Naive Comparison;Binary Large Text & Standard KMP;Binary Large Text & Optimal KMP;DNA Small Text & Naive Comparison;DNA Small Text & Standard KMP;DNA Small Text & Optimal KMP;DNA Large Text & Naive Comparison;DNA Large Text & Standard KMP;DNA Large Text & Optimal KMP
100;208400;182900;162600;2517600;1631000;1513300;137800;124900;124600;1266700;1724500;1339800
200;193400;240400;189800;1825700;1588500;1434000;123000;117200;121600;1322100;1935300;1243700
300;189600;170200;177900;1880800;1578900;1602400;129700;127100;133700;1246400;1131800;1269000
400;176500;164800;167800;2355600;2414400;1582100;120500;118600;122300;1385300;2012000;1276600
500;179500;173500;186900;1868600;1738200;1971700;133500;143400;178800;1281800;1478200;1378400
600;171200;181000;412900;2246200;1988800;2018300;148800;181700;569100;1634400;1215100;1252300
700;222400;200000;262700;2850700;3052300;3445600;211600;216800;211800;1730400;1201700;1213500
800;182400;181800;208400;2141100;3091400;2366000;211600;546800;179100;2427500;1487300;2112600
900;799900;330300;341100;3139200;3336100;2774100;223400;258000;245900;1856700;1815400;1642300
1000;234100;255000;308300;2437300;2376500;2770100;172200;173600;191600;1835300;1787100;1619500
1100;225600;252100;280700;2748000;3657000;3405100;257000;616700;318600;2758800;2269900;2532200
1200;358100;352700;356800;4826000;3387200;3214900;279300;294600;298800;2868700;2449500;2902500
1300;374900;439100;400700;3990800;2830600;2462800;175000;208500;246900;2675200;1846800;1716400
1400;208500;243000;270000;2209700;2086900;1794100;188600;162000;165700;1322500;1252900;2325800
1500;264100;285300;215200;2125400;2009300;2689700;150200;163500;217800;1342100;1309600;1762600
1600;221400;213600;396700;2034100;1642700;1776600;280300;355100;266000;1934500;1156400;1448300
1700;204900;217700;265000;2888000;2699100;2064100;208900;318800;319500;1792800;1600900;1441500
1800;204700;242300;230800;2777600;1578800;2168900;186000;174200;175800;1877900;1449900;1306900
1900;164000;200400;304600;2464100;2129700;1637000;138500;161200;186300;2096500;1998300;1709600
2000;197700;219800;336300;2155600;2439900;2034400;195300;161200;185900;1458700;2033800;2072600
2100;299700;319700;295700;2066300;3024300;2705800;141900;194100;224800;1836500;2053400;1735200
2200;188400;276100;369600;2420200;2095100;1855400;120400;290600;232600;2464300;1619500;1506000
2300;158400;204500;282800;3275700;2135200;2410600;109700;155700;181700;2363000;2163000;2183300
2400;220400;288900;486200;3082000;2738000;2970000;153500;278200;298200;1892400;1661400;1853200
2500;232800;342400;313800;2168100;1869000;2743400;199900;232500;223300;1379300;1380000;1502500
2600;283300;434200;510800;2228200;1912800;2288200;147700;248400;222800;1469700;1308100;1523800
2700;150500;232800;419400;2292300;2249400;1979200;133900;270800;334800;1904700;1297500;1346800
2800;225000;256500;283100;2469600;1898300;2015300;196000;299700;246700;1822000;1819300;1432400
2900;179900;223700;297000;2124100;2602600;1910200;129000;210900;303500;2185200;2044700;1481200
3000;148700;270900;276500;2006900;2281000;1699300;104600;168000;209600;1396900;1793700;2724800
