Sample sizes;Binary Small Text & Naive Comparison;Binary Small Text & Standard KMP;Binary Small Text & Optimal KMP;Binary Large Text & Naive Comparison;Binary Large Text & Standard KMP;Binary Large Text & Optimal KMP;DNA Small Text & Naive Comparison;DNA Small Text & Standard KMP;DNA Small Text & Optimal KMP;DNA Large Text & Naive Comparison;DNA Large Text & Standard KMP;DNA Large Text & Optimal KMP
100;39758;50182;50421;401300;486453;476026;26636;45633;45720;267012;450872;450255
200;39780;50086;50546;400680;469748;470153;26548;46260;46449;266720;451089;451242
300;39542;49680;50123;398470;475912;476539;26494;46827;47112;266498;451963;452215
400;39334;52180;48461;400502;493730;481723;26436;47220;47580;266798;452761;453223
500;39098;50670;51799;397830;472985;466965;26300;47845;48268;266344;453167;453046
600;38926;51268;51282;397756;491101;458320;26288;48708;49281;265458;450244;450760
700;38686;53752;51017;398558;504115;503283;26294;49338;48782;265936;454466;455143
800;38198;52587;52760;399344;474759;469289;26128;50036;50747;266150;451987;452674
900;38230;53160;53875;397358;479580;469034;26006;50331;50986;266036;455737;456688
1000;37940;56385;58664;397498;503415;497353;25854;51117;52092;265864;456108;457080
1100;37734;54081;55479;397742;502943;504232;25928;51744;52868;266172;457086;458121
1200;37634;55057;56069;396044;481823;478948;25782;52169;53060;265968;457608;458811
1300;37594;56295;56129;399090;493655;486347;25890;53173;54541;265980;458156;459473
1400;37180;57708;61328;397456;501960;492088;25844;53770;55250;265556;458104;459456
1500;36988;56976;60474;395436;484054;481751;25646;54239;55748;265702;459477;461079
1600;36936;58429;61633;395894;485090;488713;25692;55052;56669;265740;460112;461720
1700;36646;60844;65612;396962;482948;483186;25438;55477;57130;265628;460669;462319
1800;36222;58534;61275;398012;478290;481512;25400;56126;57812;265856;461469;463137
1900;36298;61950;67105;396528;486085;488490;25336;56911;58852;265790;462148;464104
2000;35986;62264;67003;395972;511732;515494;25174;57366;59280;265050;462080;464103
2100;35886;62881;66867;395962;505373;498336;25214;58110;59900;265044;462682;464740
2200;35258;62208;63977;396972;487540;482077;25138;58619;60803;265274;460659;462429
2300;35466;63174;67418;395974;514182;508238;25058;59120;61246;264982;464282;466508
2400;35010;62502;67130;395144;515822;522978;25020;59873;62163;265288;465259;467695
2500;34986;65305;69683;393816;502972;473533;25082;60685;63175;264912;464700;466923
2600;34972;64623;70286;394674;516259;523470;24930;61265;63830;264848;465814;468484
2700;34616;67084;71745;394600;517330;519612;24810;61746;64437;265054;467145;470034
2800;34712;66418;72592;395674;485694;490699;24876;62560;65440;264704;464705;467119
2900;34482;66604;69690;394372;518120;526678;24764;63064;65743;264950;468217;471067
3000;34178;68960;76394;395292;487739;492405;24746;63746;66776;264872;465536;467948
