Sample sizes;Binary Small Text & Naive Comparison;Binary Small Text & Standard KMP;Binary Small Text & Optimal KMP;Binary Large Text & Naive Comparison;Binary Large Text & Standard KMP;Binary Large Text & Optimal KMP;DNA Small Text & Naive Comparison;DNA Small Text & Standard KMP;DNA Small Text & Optimal KMP;DNA Large Text & Naive Comparison;DNA Large Text & Standard KMP;DNA Large Text & Optimal KMP
100;232900;193900;192700;2368100;1908300;2160200;165400;152400;173300;1311000;1202500;1231200
200;184800;164500;168600;1877200;2724700;2021600;131700;125400;129300;1583600;1310200;1715000
300;251300;195900;224900;2276500;1986500;1865700;181500;150800;156300;1527000;1340500;1344800
400;195000;170700;293900;2240200;1692100;1620500;120300;119200;121900;1304800;1201600;1229900
500;179300;166200;174000;2349300;1583000;1639200;123500;129100;135900;1747000;1348700;1265000
600;181200;174200;203500;1844100;1680100;1698900;255400;1284400;148800;1304000;1214700;1241100
700;183900;168600;174100;2186300;1753300;1656500;122900;133900;143800;1326500;1209100;1683400
800;379300;247100;255900;2153600;1833200;1700700;124700;134600;257500;1338800;1127200;1133000
900;172600;180100;181800;1812100;1686600;1585800;123500;134200;167600;1214300;1144500;1112200
1000;172200;185600;207000;1862500;1790900;1667200;123100;137400;151300;1238200;1153200;1280200
1100;174500;194000;208000;1858500;1659700;1659000;123600;141800;155300;1304200;1199800;1335100
1200;260200;189600;215500;1959900;1665800;1709700;123200;151500;159600;1301500;1231700;1274200
1300;168600;188800;219000;2222300;1834600;2086900;215600;185600;215600;1462300;1380000;1858500
1400;193200;204100;217800;2371600;2016000;2094000;132300;158300;178200;1496500;1615100;1551900
1500;196000;239000;252800;2327500;1951500;1964100;161300;286400;181800;1501500;1393000;1469900
1600;256100;285500;249300;2203400;2022900;2242000;150300;186100;213000;1614700;1368100;1426200
1700;178500;208600;233200;1914700;1635300;1659500;132400;147600;165200;1399500;1385400;1273600
1800;172500;198300;228400;1795800;1560800;1538200;117100;152500;175700;1283000;1212100;1251000
1900;159800;198400;217300;1851700;2139800;1683100;116200;152600;176700;1299600;1234100;1277300
2000;162400;201700;252600;1825600;1704000;1763200;116800;157500;184100;1302400;1336100;1558200
2100;184300;203900;238500;1824100;1708700;1751500;114000;155900;182300;1292200;1241800;1281200
2200;159300;199200;253800;1848700;1689900;2115900;181100;153800;178700;1287100;1236500;1289100
2300;163500;200500;227700;1849200;1677600;1740400;113900;158200;190100;1292400;1240800;1292200
2400;156900;210100;328100;1831500;1604800;1625800;112700;162500;193400;1217300;1167300;1176000
2500;154100;211000;265800;1845500;1680700;2006400;112500;164000;204400;1483900;1245200;1298800
2600;154700;214300;269000;1871700;1691500;1772300;111400;165300;197000;1276700;1239700;1281500
2700;150200;227000;285700;1838700;1823000;1714000;110700;167800;203400;1285000;1248100;1321000
2800;152500;218000;274400;1807000;1841500;1769600;111200;170300;205500;1207900;1308100;1271000
2900;158000;214300;268300;1817400;1710300;1839900;105900;166400;198800;1300100;1249300;1306900
3000;147500;217900;260900;1849000;1641400;1880000;110700;180000;221500;1218100;1175700;1232500
